,Bond Nav (Net),Cash for Coupon Payment,Cash for New Issuance,Bond Nav,Bond PnL,Bond Return,Bond Return Cumulative,Hedge Nav,Hedge PnL,Hedge Return,Total Return Daily,Total Return Cumulative,Difference in Return,Same Direction
2020-07-03,26531075.69444445,1835750.00000000,2993310.00000000,31360135.69444445,14626.52777778,0.00046662,-0.08141590,31526326.37751811,-3229.16666667,-0.00006458,0.00030092,0.17216123,-0.25357713,0
2020-07-06,26678905.27777778,1835750.00000000,2993310.00000000,31507965.27777778,147829.58333334,0.00471393,-0.07708576,31217388.44453700,-308937.93298111,-0.00564502,-0.00425240,0.16717673,-0.24426249,0
2020-07-07,27749111.80555555,1835750.00000000,2000000.00000000,31584861.80555555,76896.52777777,0.00244054,-0.07483335,31879105.60220970,661717.15767269,0.01143898,0.01957871,0.19002854,-0.26486189,1
2020-07-08,27734808.33333334,1835750.00000000,2000000.00000000,31570558.33333334,-14303.47222222,-0.00045286,-0.07525232,31465219.61487082,-413885.98733888,-0.00773221,-0.01113222,0.17678088,-0.25203320,1
2020-07-09,28768574.86111111,1868250.00000000,1000000.00000000,31636824.86111111,66266.52777778,0.00209900,-0.07331128,32196912.90841442,731693.29354360,0.01250009,0.02097919,0.20146879,-0.27478006,1
2020-07-10,28694261.94444444,1868250.00000000,1000000.00000000,31562511.94444444,-74312.91666667,-0.00234894,-0.07548801,31982303.66021156,-214609.24820287,-0.00356804,-0.00743998,0.19252989,-0.26801790,1
2020-07-13,28666923.19444444,1868250.00000000,1000000.00000000,31535173.19444444,-27338.75000000,-0.00086618,-0.07628880,32148330.65297320,166026.99276164,0.00285470,0.00359810,0.19682073,-0.27310953,0
2020-07-14,29626010.27777778,1868250.00000000,0.00000000,31494260.27777778,-40912.91666666,-0.00129737,-0.07748720,32173460.61674545,25129.96377225,0.00029695,-0.00040800,0.19633243,-0.27381963,0
2020-07-15,29566477.36111112,1944500.00000000,0.00000000,31510977.36111112,16717.08333334,0.00053080,-0.07699753,31743151.43918712,-430309.17755833,-0.00793450,-0.01069606,0.18353639,-0.26053392,0
2020-07-16,29559231.11111111,1944500.00000000,0.00000000,31503731.11111111,-7246.25000000,-0.00022996,-0.07720979,31950068.94465140,206917.50546428,0.00346917,0.00521960,0.18971398,-0.26692376,0
2020-07-17,29602954.86111111,1944500.00000000,0.00000000,31547454.86111111,43723.75000000,0.00138789,-0.07592905,31772469.56963526,-177599.37501614,-0.00325056,-0.00348147,0.18557203,-0.26150108,0
2020-07-20,29739996.11111111,1980750.00000000,0.00000000,31720746.11111111,173291.25000000,0.00549303,-0.07085310,31754258.09862927,-18211.47100599,-0.00071481,0.00404698,0.19037001,-0.26122311,0
2020-07-21,29822551.25000000,1980750.00000000,0.00000000,31803301.25000000,82555.13888889,0.00260256,-0.06843494,31720932.09863388,-33325.99999539,-0.00075275,0.00127951,0.19189310,-0.26032804,0
2020-07-22,29825601.38888889,2049375.00000000,0.00000000,31874976.38888889,71675.13888888,0.00225370,-0.06633547,31768977.46639322,48045.36775934,0.00052878,0.00310767,0.19559710,-0.26193257,1
2020-07-23,29811326.52777778,2099125.00000000,0.00000000,31910451.52777778,35475.13888889,0.00111295,-0.06529635,32215568.73819500,446591.27180179,0.00722063,0.01247456,0.21051165,-0.27580801,1
2020-07-24,29870401.66666667,2125875.00000000,0.00000000,31996276.66666667,85825.13888889,0.00268956,-0.06278241,32219209.16028905,3640.42209405,0.00008185,0.00228660,0.21327961,-0.27606202,1
2020-07-27,30060107.08333334,2125875.00000000,0.00000000,32185982.08333334,189705.41666666,0.00592898,-0.05722566,31978643.02440431,-240566.13588475,-0.00423970,-0.00129695,0.21170604,-0.26893170,0
2020-07-28,30132562.22222222,2125875.00000000,0.00000000,32258437.22222222,72455.13888888,0.00225114,-0.05510334,32241801.87407514,263158.84967083,0.00421446,0.00856931,0.22208953,-0.27719287,1
2020-07-29,30170507.36111111,2125875.00000000,0.00000000,32296382.36111111,37945.13888889,0.00117629,-0.05399187,31996702.86863391,-245099.00544122,-0.00463614,-0.00524437,0.21568044,-0.26967232,0
2020-07-30,30165682.50000000,2159625.00000000,0.00000000,32325307.50000000,28925.13888889,0.00089562,-0.05314461,32179666.50996911,182963.64133519,0.00263823,0.00539252,0.22223602,-0.27538064,1
2020-07-31,30208382.50000000,2159625.00000000,0.00000000,32368007.50000000,42700.00000000,0.00132095,-0.05189387,32152721.26539188,-26945.24457723,-0.00043655,0.00039880,0.22272346,-0.27461733,0
